AU;AF;CR;AB;AR;BE;BN;BP;C1;C3;CA;CL;CT;CY;DA;DE;DI;DT;EA;EF;EI;EM;EP;ER;FU;FX;GA;GP;HO;ID;IS;J9;JI;LA;NR;OA;OI;PA;PD;PG;PI;PM;PN;PT;PU;PY;RI;RP;SC;SE;SN;SO;SP;TC;TI;U1;U2;UT;VL;WC;WE;Z9;C1raw;DB;AU_UN;AU1_UN;AU_UN_NR;SR_FULL;SR
181124011;181124011;;;;;;;PAK;;;;;;31/12/2024;"keterlibatan; orang muda katolik";;;;;;;;;;;;;;"keterlibatan; orang muda katolik";;;;;;;;;20221;;;;;;;2022;;;;;;;;;MAKNA KETERLIBATAN ORANG MUDA KATOLIK DALAM ST. PETER & PAUL YOUTH CHOIR DI PAROKI ST. PETRUS DAN PAULUS TEMANGGUNG;;;;;;;;;;;;;;
191124100;191124100;;;;;;;PAK;;;;;;31/12/2024;"pembelajaran berbasis projek; pendidikan agama katolik; terlibat dalam pelestarian";;;;;;;;;;;;;;"pembelajaran berbasis projek; pendidikan agama katolik; terlibat dalam pelestarian";;;;;;;;;20221;;;;;;;2022;;;;;;;;;RANCANGAN MODEL PEMBELAJARAN BERBASIS PROYEK DALAM MATA PELAJARAN PENDIDIKAN AGAMA KATOLIK MATERI POKOK TERLIBAT DALAM PELESTARIAN LINGKUNGAN KELAS V SDK KINTELAN I YOGYAKARTA;;;;;;;;;;;;;;
191124104;191124104;;;;;;;PAK;;;;;;31/12/2024;"kebangkitan dan kenaikan yesus ke surga; tpack";;;;;;;;;;;;;;"kebangkitan dan kenaikan yesus ke surga; tpack";;;;;;;;;20221;;;;;;;2022;;;;;;;;;DESAIN MATERI KEBANGKITAN DAN KENAIKAN YESUS KE SURGA BERBASIS TPACK;;;;;;;;;;;;;;
191124072;191124072;;;;;;;PAK;;;;;;31/12/2024;"pemahaman; umat; visi; misi";;;;;;;;;;;;;;"pemahaman; umat; visi; misi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;DESKRIPSI PEMAHAMAN UMAT KOMUNITAS BASIS GEREJAWI SANTO RAFAEL TERHADAP VISI MISI KEUSKUPAN PANGKALPINANG DI STASI SANTO HILARIUS PARITTIGA, PAROKI SANTA PERAWAN MARIA PELINDUNG PARA PELAUT MONTOK, BANGKA BELITUNG;;;;;;;;;;;;;;
191124081;191124081;;;;;;;PAK;;;;;;31/12/2024;"pendidikan alternatif; sekolah sanggar; anak alam; metode mengajar";;;;;;;;;;;;;;"pendidikan alternatif; sekolah sanggar; anak alam; metode mengajar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;BELAJAR DARI PENDIDIKAN ALTERNATIF SEKOLAH SANGGAR ANAK ALAM UNTUK, MENGEMBANGKAN METODE MENGAJAR DI SEKOLAH-SEKOLAH DASAR DI WILAYAH ASMAT SAWA ERMA ;;;;;;;;;;;;;;
191124026;191124026;;;;;;;PAK;;;;;;31/12/2024;"orang muda katolik; ekaristi";;;;;;;;;;;;;;"orang muda katolik; ekaristi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERAN ORANG MUDA KATOLIK DALAM EKARISTI DI PAROKI SANTA MARIA JOMBANG;;;;;;;;;;;;;;
201124064;201124064;;;;;;;PAK;;;;;;31/12/2024;"circle paradigma; pendidikan dominikan; pendidikan agama katolik; veritas";;;;;;;;;;;;;;"circle paradigma; pendidikan dominikan; pendidikan agama katolik; veritas";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PEMAHAMAN CIRCLE PARADIGMA PENDIDIKAN DOMINIKAN DALAM PEMBELAJARAN PENDIDIKAN AGAMA KATOLIK UNTUK PENGEMBANGAN NILAI-NILAI VERITAS DI SMP JOANNES BOSCO YOGYAKARTA;;;;;;;;;;;;;;
181124017;181124017;;;;;;;PAK;;;;;;31/12/2024;"film; katekese; audio visual; iman; anak";;;;;;;;;;;;;;"film; katekese; audio visual; iman; anak";;;;;;;;;20231;;;;;;;2023;;;;;;;;;"MANFAAT FILM ""PEMBANGUNAN KARAKTER"" PRODUKSI SAV PUSKAT MELALUI KATEKESE AUDIO VISUAL UNTUK PENDAMPINGAN IMAN ANAK DI WILAYAH MANDUNGAN PAROKI ST. THERESIA SALAM";;;;;;;;;;;;;;
201124005;201124005;;;;;;;PAK;;;;;;31/12/2024;"media; pewartaan; iman; umat";;;;;;;;;;;;;;"media; pewartaan; iman; umat";;;;;;;;;20231;;;;;;;2023;;;;;;;;;"MANFAAT PROGRAM ""BINCANG MOTV"" SEBAGAI MEDIA PEWARTAAN IMAN BERSAMA UMAT LINGKUNGAN SANTO PAULUS DARI SALIB PAROKI SANTO ATHANASIUS AGUNG KARANG PANAS SEMARANG";;;;;;;;;;;;;;
201124007;201124007;;;;;;;PAK;;;;;;31/12/2024;"keterlibatan; orang muda katolik; hidup menggereja; studi kasus";;;;;;;;;;;;;;"keterlibatan; orang muda katolik; hidup menggereja; studi kasus";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI KETERLIBATAN ORANG MUDA KATOLIK DALAM HIDUP MENGGEREJA: STUDI KASUS PADA SANGGAR EMAUS PAROKI SANTO PETRUS KANISIUS WONOSARI;;;;;;;;;;;;;;
201124040;201124040;;;;;;;PAK;;;;;;31/12/2024;"aplikasi; e-katolik; media; katekese; digital; umat";;;;;;;;;;;;;;"aplikasi; e-katolik; media; katekese; digital; umat";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MANFAAT PENGGUNAAN APLIKASI E-KATOLIK SEBAGAI MEDIA KATEKESE DIGITAL BAGI UMAT KATOLIK PAROKI HATI SANTA PERAWAN MARIA TAK BERCELA KUMETIRAN YOGYAKARTA;;;;;;;;;;;;;;
201124057;201124057;;;;;;;PAK;;;;;;31/12/2024;"film; pewartaan; iman; umat";;;;;;;;;;;;;;"film; pewartaan; iman; umat";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MANFAAT FILM 'MBAH TARMI' DALAM PEWARTAAN IMAN UMAT KATOLIK DI LINGKUNGAN SANTO PETRUS TIRTOSUWORO PAROKI SANTO IGNATIUS DANAN ;;;;;;;;;;;;;;
201124028;201124028;;;;;;;PAK;;;;;;31/12/2024;"hasil belajar; pendidikan agama katolik; budi pekerti; pembelajaran berdiferensiasi";;;;;;;;;;;;;;"hasil belajar; pendidikan agama katolik; budi pekerti; pembelajaran berdiferensiasi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI PERBEDAAN HASIL BELAJAR PENDIDIKAN AGAMA KATOLIK DAN BUDI PEKERTI SEBELUM DAN SESUDAH PENERAPAN STRATEGI PEMBELAJARAN BERDIFERENSIASI PADA PROSES DI KELAS X SMK SANJAYA PAKEM;;;;;;;;;;;;;;
201124018;201124018;;;;;;;PAK;;;;;;31/12/2024;"film; katekese; audio visual; orang muda katolik";;;;;;;;;;;;;;"film; katekese; audio visual; orang muda katolik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;"MANFAAT FILM ""GOD'S NOT DEAD"" DALAM KATEKESE AUDIO VISUAL BERSAMA ORANG MUDA KATOLIK WILAYAH KALINEGORO PAROKI ST. MIKAEL PANCAARGA MAGELANG";;;;;;;;;;;;;;
201124062;201124062;;;;;;;PAK;;;;;;31/12/2024;"orang tua; iman; anak; doa";;;;;;;;;;;;;;"orang tua; iman; anak; doa";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERAN ORANG TUA DALAM PENDIDIKAN IMAN ANAK MELALUI DOA DI STASI SANTO PAULUS TUGUMULYO PAROKI SANTA MARIA TAK BERNODA TEGALREJO, BELITANG;;;;;;;;;;;;;;
191124037;191124037;;;;;;;PAK;;;;;;31/12/2024;"kesetiaan; tantangan; perkawinan";;;;;;;;;;;;;;"kesetiaan; tantangan; perkawinan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGHAYATAN NILAI KESETIAAN DAN TANTANGANNYA DALAM PERKAWINAN KATOLIK DI PAROKI KRISTUS RAJA TUGUMULYO, SUMATERA SELATAN;;;;;;;;;;;;;;
201124073;201124073;;;;;;;PAK;;;;;;31/12/2024;"spiritualitas; santo yusup; tugas pelayanan; dewan pastoral paroki";;;;;;;;;;;;;;"spiritualitas; santo yusup; tugas pelayanan; dewan pastoral paroki";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI PENGHAYATAN SPIRITUALITAS SANTO YUSUP DALAM TUGAS PELAYANAN DEWAN PASTORAL PAROKI DI PAROKI SANTO YUSUP BANDUNG GUNUNGKIDUL;;;;;;;;;;;;;;
201124085;201124085;;;;;;;PAK;;;;;;31/12/2024;"srawung lintas iman; toleransi beragama; orang muda katolik";;;;;;;;;;;;;;"srawung lintas iman; toleransi beragama; orang muda katolik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERAN KEGIATAN SRAWUNG LINTAS IMAN DALAM MENGEMBANGKAN PEMAHAMAN TOLERANSI BERAGAMA ORANG MUDA KATOLIK DI PAROKI ST. PETRUS DAN PAULUS TEMANGGUNG;;;;;;;;;;;;;;
201124063;201124063;;;;;;;PAK;;;;;;31/12/2024;"orang tua; iman; anak";;;;;;;;;;;;;;"orang tua; iman; anak";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PEMAHAMAN ORANG TUA TENTANG PERAN PENGEMBANGAN IMAN ANAK DI LINGKUNGAN SANTO ANDREAS MARGOREJO PAROKI PARA RASUL KUDUS TEGALSARI BELITANG;;;;;;;;;;;;;;
201124078;201124078;;;;;;;PAK;;;;;;31/12/2024;"pendidikan seksualitas; remaja; perempuan; keluarga";;;;;;;;;;;;;;"pendidikan seksualitas; remaja; perempuan; keluarga";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENDIDIKAN SEKSUALITAS BAGI REMAJA PEREMPUAN DALAM KELUARGA KATOLIK DI PAROKI KRISTUS RAJA BACIRO YOGYAKARTA;;;;;;;;;;;;;;
191124024;191124024;;;;;;;PAK;;;;;;31/12/2024;"minat; orang muda katolik; katekese";;;;;;;;;;;;;;"minat; orang muda katolik; katekese";;;;;;;;;20221;;;;;;;2022;;;;;;;;;DESKRIPSI MINAT ORANG MUDA KATOLIK DALAM MENGIKUTI KATEKESE ORANG MUDA DI PAROKI  SANTA MARIA ASSUMPTA KLATEN;;;;;;;;;;;;;;
201124006;201124006;;;;;;;PAK;;;;;;31/12/2024;"keluarga katolik; ecclesia domestica; iman; anak; digital";;;;;;;;;;;;;;"keluarga katolik; ecclesia domestica; iman; anak; digital";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI PERAN KELUARGA KATOLIK SEBAGAI ECCLESIA DOMESTICA YANG MELANDASI PERKEMBANGAN IMAN ANAK PADA ERA DIGITAL DI LINGKUNGAN SANJAYA SELATAN PAROKI HATI KUDUS TUHAN YESUS PUGERAN YOGYAKARTA;;;;;;;;;;;;;;
201124011;201124011;;;;;;;PAK;;;;;;31/12/2024;"paus fransiskus; christus vivit; iman; orang muda katolik";;;;;;;;;;;;;;"paus fransiskus; christus vivit; iman; orang muda katolik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;AKTUALISASI PESAN PAUS FRANSISKUS DALAM DOKUMEN CHRISTUS VIVIT BAGI PENDAMPINGAN IMAN KAUM MUDA KATOLIK DI PAROKI SANTO YOHANES RASUL PRINGWULUNG  YOGYAKARTA;;;;;;;;;;;;;;
201124070;201124070;;;;;;;PAK;;;;;;31/12/2024;"asisten imam; iman; orang sakit";;;;;;;;;;;;;;"asisten imam; iman; orang sakit";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERAN ASISTEN IMAM DALAM PENDAMPINGAN IMAN ORANG SAKIT DI PAROKI SANTA MARIA DENGAN TIDAK BERNODA ASAL TULUNGAGUNG;;;;;;;;;;;;;;
201124050;201124050;;;;;;;PAK;;;;;;31/12/2024;"charitas persaudaraan; pendidikan agama katolik";;;;;;;;;;;;;;"charitas persaudaraan; pendidikan agama katolik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;IMPLEMENTASI NILAI CHARITAS PERSAUDARAAN DALAM MATA PELAJARAN PENDIDIKAN AGAMA KATOLIK BAGI SISWA KELAS VIII SMP CHARITAS JAKARTA ;;;;;;;;;;;;;;
201124039;201124039;;;;;;;PAK;;;;;;31/12/2024;"orang tua; iman; anak";;;;;;;;;;;;;;"orang tua; iman; anak";;;;;;;;;20231;;;;;;;2023;;;;;;;;;UPAYA PENDAMPINGAN ORANG TUA TERHADAP PERKEMBANGAN IMAN ANAK DI STASI SANTA MARIA PAROKI SANTO ANDREAS RASUL MARGOAGUNG ;;;;;;;;;;;;;;
201124086;201124086;;;;;;;PAK;;;;;;31/12/2024;"doa rosario; karya kerasulan";;;;;;;;;;;;;;"doa rosario; karya kerasulan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MAKNA DOA ROSARIO BAGI KARYA KERASULAN ANGGOTA LEGIO MARIA BUNDA RATU ROSARIO DI PAROKI PRINGWULUNG, YOGYAKARTA ;;;;;;;;;;;;;;
201124001;201124001;;;;;;;PAK;;;;;;31/12/2024;"makna hidup; spiritualitas";;;;;;;;;;;;;;"makna hidup; spiritualitas";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MAKNA HIDUP DOA DALAM PERKEMBANGAN SPIRITUALITAS UMAT DI WILAYAH SANTO YULIUS JENAWI PAROKI SANTA PERAWAN MARIA FATIMA SRAGEN;;;;;;;;;;;;;;
201124047;201124047;;;;;;;PAK;;;;;;31/12/2024;"kunjungan pastoral; keluarga; lansia";;;;;;;;;;;;;;"kunjungan pastoral; keluarga; lansia";;;;;;;;;20231;;;;;;;2023;;;;;;;;;KUNJUNGAN PASTORAL KELUARGA BAGI PARA LANSIA DI LINGKUNGAN SANTA AGNES PAROKI SANTA MARIA ASSUMPTA PAKEM ;;;;;;;;;;;;;;
201124029;201124029;;;;;;;PAK;;;;;;31/12/2024;"pelayanan usia lanjut; pastoral; kunjungan lansia; kinerja perutusan";;;;;;;;;;;;;;"pelayanan usia lanjut; pastoral; kunjungan lansia; kinerja perutusan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI PEMAHAMAN TIM PELAYANAN USIA LANJUT TENTANG PASTORAL KUNJUNGAN LANSIA DALAM MENINGKATKAN KINERJA PERUTUSAN DI PAROKI SANTO PETRUS KANISIUS WONOSARI;;;;;;;;;;;;;;
201124051;201124051;;;;;;;PAK;;;;;;31/12/2024;"spiritualitas; ketaatan; maria hamba allah; suster yunior";;;;;;;;;;;;;;"spiritualitas; ketaatan; maria hamba allah; suster yunior";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGHAYATAN SPIRITUALITAS KETAATAN MARIA HAMBA ALLAH DALAM DIRI SUSTER-SUSTER YUNIOR STUDENT PUTERI REINHA ROSARI (PRR) DI PROVINSI INDONESIA BARAT;;;;;;;;;;;;;;
201124088;201124088;;;;;;;PAK;;;;;;31/12/2024;"spiritualitas; pendiri; suster yunior";;;;;;;;;;;;;;"spiritualitas; pendiri; suster yunior";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGHAYATAN SPIRITUALITAS PENDIRI ( MGR HEINRICH LEVEN SVD ) BAGI PARA SUSTER YUNIOR PROVINSI JAWA.;;;;;;;;;;;;;;
201124052;201124052;;;;;;;PAK;;;;;;31/12/2024;"spiritualitas; pengampunan; hidup berkomunitas; suster yunior";;;;;;;;;;;;;;"spiritualitas; pengampunan; hidup berkomunitas; suster yunior";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGHAYATAN SPIRITUALITAS PENGAMPUNAN HAMBA ALLAH GABRIEL YOHANES WILHELMUS MANEK DALAM HIDUP BERKOMUNITAS PARA SUSTER YUNIOR PRR PROVINSI INDONESIA BARAT;;;;;;;;;;;;;;
191124106;191124106;;;;;;;PAK;;;;;;31/12/2024;"orang muda; kepengurusan; paroki";;;;;;;;;;;;;;"orang muda; kepengurusan; paroki";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS FAKTOR-FAKTOR YANG MENDORONG ORANG MUDA BERPARTISIPASI DALAM KEPENGURUSAN DI PAROKI SANTA PERAWAN MARIA DI FATIMA SRAGEN;;;;;;;;;;;;;;
191124069;191124069;;;;;;;PAK;;;;;;31/12/2024;"materi pembelajaran; sakramen babtis; tpack; pendidikan agama katolik; budi pekerti";;;;;;;;;;;;;;"materi pembelajaran; sakramen babtis; tpack; pendidikan agama katolik; budi pekerti";;;;;;;;;20221;;;;;;;2022;;;;;;;;;RANCANGAN MATERI PEMBELAJARAN SAKRAMEN BAPTIS BERDASARKAN TECHNOLOGICAL PEDAGOGICAL CONTENT KNOWLEDGE (TPACK) DALAM MATA PELAJARAN PENDIDIKAN AGAMA KATOLIK DAN BUDI PEKERTI DI SMP JOANNES BOSCO YOGYAKARTA;;;;;;;;;;;;;;
201124041;201124041;;;;;;;PAK;;;;;;31/12/2024;"orang muda katolik; reksa pastoral jangka panjang; hidup perkawinan";;;;;;;;;;;;;;"orang muda katolik; reksa pastoral jangka panjang; hidup perkawinan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI PEMAHAMAN ORANG MUDA KATOLIK TENTANG REKSA PASTORAL JANGKA PANJANG UNTUK MEMPERSIAPKAN HIDUP PERKAWINAN DI PAROKI SANTO YUSUP PRINGSEWU ;;;;;;;;;;;;;;
201124054;201124054;;;;;;;PAK;;;;;;31/12/2024;"usia senja; katekese bersama lansia";;;;;;;;;;;;;;"usia senja; katekese bersama lansia";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MEMAKNAI USIA SENJA MELALUI KATEKESE BERSAMA LANSIA DI WILAYAH SANTA FAUSTINA PAROKI SANTO STEPHANUS JUMAPOLO;;;;;;;;;;;;;;
191124015;191124015;;;;;;;PAK;;;;;;31/12/2024;"penghayatan; iman; orang muda katolik; hidup bermasyarakat majemuk";;;;;;;;;;;;;;"penghayatan; iman; orang muda katolik; hidup bermasyarakat majemuk";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGHAYATAN IMAN ORANG MUDA KATOLIK DALAM HIDUP BERMASYARAKAT MAJEMUK DI STASI SALIB SUCI BANGUNREJO  ;;;;;;;;;;;;;;
181124047;181124047;;;;;;;PAK;;;;;;31/12/2024;"sikap ketarakanitaan; jenis kelamin; profil keluarga kristiani";;;;;;;;;;;;;;"sikap ketarakanitaan; jenis kelamin; profil keluarga kristiani";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS SIKAP KETARAKANITAAN BERDASARKAN JENIS KELAMIN DAN PROFIL KELUARGA KRISTIANI DI SMP STELLA DUCE 2 YOGYAKARTA ;;;;;;;;;;;;;;
201124024;201124024;;;;;;;PAK;;;;;;31/12/2024;"inkulturasi; tarian adat; perayaan ekaristi";;;;;;;;;;;;;;"inkulturasi; tarian adat; perayaan ekaristi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;INKULTURASI TARIAN ADAT DADAS DAYAK MA'NYAN DALAM PERAYAAN EKARISTI DI PAROKI ST. MIKAEL TAMIANG LAYANG, KALTENG;;;;;;;;;;;;;;
201124080;201124080;;;;;;;PAK;;;;;;31/12/2024;"spiritualitas; kongregasi masf; pendidikan karakter";;;;;;;;;;;;;;"spiritualitas; kongregasi masf; pendidikan karakter";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI UPAYA PENERAPAN NILAI-NILAI SPIRITUALITAS KONGREGASI MASF DALAM PENDIDIKAN KARAKTER KELAS VIII SMP SANTO MIKAIL, BALIKPAPAN, KALIMANTAN TIMUR;;;;;;;;;;;;;;
201124056;201124056;;;;;;;PAK;;;;;;31/12/2024;"devosi; bunda maria; spiritualitas; iman; peziarah; gua maria";;;;;;;;;;;;;;"devosi; bunda maria; spiritualitas; iman; peziarah; gua maria";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGHAYATAN DEVOSI KEPADA BUNDA MARIA BAGI SPIRITUALITAS IMAN PEZIARAH DI GUA MARIA RATU PERDAMAIAN SENDANG JATININGSIH, PAROKI SANTO PETRUS DAN PAULUS KLEPU, YOGYAKARTA;;;;;;;;;;;;;;
191124025;191124025;;;;;;;PAK;;;;;;31/12/2024;"keberterimaan; nyanyian; mazmur tanggapan; alleluya; teori difusi inovasi";;;;;;;;;;;;;;"keberterimaan; nyanyian; mazmur tanggapan; alleluya; teori difusi inovasi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;DESKRIPSI KEBERTERIMAAN NYANYIAN MAZMUR TANGGAPAN DAN ALLELUYA EDISI BARU DI PAROKI-PAROKI KOTA YOGYAKARTA MENURUT TEORI DIFUSI INOVASI E. M. ROGERS;;;;;;;;;;;;;;
201124072;201124072;;;;;;;PAK;;;;;;31/12/2024;"design thinking; metode pastoral; formatio iman berjenjang; formatio iman berkelanjutan; iman; anak";;;;;;;;;;;;;;"design thinking; metode pastoral; formatio iman berjenjang; formatio iman berkelanjutan; iman; anak";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGGUNAAN DESIGN THINKING SEBAGAI METODE PASTORAL DALAM FORMATIO IMAN BERJENJANG DAN BERKELANJUTAN PADA PENDAMPINGAN IMAN ANAK DI PAROKI ST. ANTONIUS PADUA KOTABARU YOGYAKARTA ;;;;;;;;;;;;;;
181124053;181124053;;;;;;;PAK;;;;;;31/12/2024;"religiusitas; iklim pembelajaran; pendidikan pemerdekaan";;;;;;;;;;;;;;"religiusitas; iklim pembelajaran; pendidikan pemerdekaan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;RELIGIUSITAS SEBAGAI IKLIM PEMBELAJARAN DALAM PENDIDIKAN PEMERDEKAAN Y.B MANGUNWIJAYA;;;;;;;;;;;;;;
201124017;201124017;;;;;;;PAK;;;;;;31/12/2024;"spiritualitas; bunda maria; teladan hidup; orang muda katolik; kesehatan mental";;;;;;;;;;;;;;"spiritualitas; bunda maria; teladan hidup; orang muda katolik; kesehatan mental";;;;;;;;;20231;;;;;;;2023;;;;;;;;;SPIRITUALITAS BUNDA MARIA SEBAGAI TELADAN HIDUP BAGI ORANG MUDA KATOLIK YANG MENGALAMI MASALAH KESEHATAN MENTAL DI PAROKI SANTO YOHANES PAULUS II BRAYUT;;;;;;;;;;;;;;
201124089;201124089;;;;;;;PAK;;;;;;31/12/2024;"keikutsertaan; orang muda katolik; peragaan; kisah sengsara yesus";;;;;;;;;;;;;;"keikutsertaan; orang muda katolik; peragaan; kisah sengsara yesus";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI MANFAAT KEIKUTSERTAAN ORANG MUDA KATOLIK DALAM PERAGAAN KISAH SENGSARA YESUS DI PAROKI KRISTUS RAJA BACIRO YOGYAKARTA;;;;;;;;;;;;;;
201124015;201124015;;;;;;;PAK;;;;;;31/12/2024;"penghayatan; sakramen rekonsiliasi; orang muda katolik";;;;;;;;;;;;;;"penghayatan; sakramen rekonsiliasi; orang muda katolik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI PENGHAYATAN SAKRAMEN REKONSILIASI ORANG MUDA KATOLIK DI PAROKI ADMINISTRATIF ST. PETRUS BOROBUDUR;;;;;;;;;;;;;;
201124021;201124021;;;;;;;PAK;;;;;;31/12/2024;"adorasi; sakramen mahakudus; penghayatan; iman; umat; lansia";;;;;;;;;;;;;;"adorasi; sakramen mahakudus; penghayatan; iman; umat; lansia";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERAN ADORASI SAKRAMEN MAHAKUDUS DALAM PENGHAYATAN IMAN UMAT LANSIA DI PAROKI SANTA PERAWAN MARIA BUNDA KRISTUS WEDI ;;;;;;;;;;;;;;
201124049;201124049;;;;;;;PAK;;;;;;31/12/2024;"problem based learning; video; sabda bahagia; pendidikan agama katolik";;;;;;;;;;;;;;"problem based learning; video; sabda bahagia; pendidikan agama katolik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PROBLEM BASED LEARNING DENGAN PEMANFAATAN VIDEO DALAM MATERI SABDA BAHAGIA MATA PELAJARAN PENDIDIKAN AGAMA KATOLIK DI SMP STELLA DUCE 1 YOGYAKARTA;;;;;;;;;;;;;;
191124066;191124066;;;;;;;PAK;;;;;;31/12/2024;"ekaristi; kaum muda; iman";;;;;;;;;;;;;;"ekaristi; kaum muda; iman";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PERAN EKARISTI KAUM MUDA DALAM MENUMBUHKAN IMAN BAGI MAHASISWA PENDIKKAT 2021;;;;;;;;;;;;;;
191124030;191124030;;;;;;;PAK;;;;;;31/12/2024;"penghayatan; umat; doa bersama; keluarga";;;;;;;;;;;;;;"penghayatan; umat; doa bersama; keluarga";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGHAYATAN UMAT TERHADAP KEBIASAAN DOA BERSAMA KELUARGA DI LINGKUNGAN ST. ALFONSUS LENDAH, PAROKI ST. MARIA MATER DEI BONOHARJO, YOGYAKARTA ;;;;;;;;;;;;;;
201124082;201124082;;;;;;;PAK;;;;;;31/12/2024;"lectio divina; pemahaman; injil; umat";;;;;;;;;;;;;;"lectio divina; pemahaman; injil; umat";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERAN LECTIO DIVINA DALAM MENINGKATKAN PEMAHAM INJIL PADA UMAT DI PAROKI SANTO GREGORIUS AGUNG JAMBI;;;;;;;;;;;;;;
201124023;201124023;;;;;;;PAK;;;;;;31/12/2024;"perayaan ekaristi; minggu; umat";;;;;;;;;;;;;;"perayaan ekaristi; minggu; umat";;;;;;;;;20231;;;;;;;2023;;;;;;;;; DESKRIPSI MAKNA PERAYAAN EKARISTI HARI MINGGU BAGI UMAT LINGKUNGAN SANTO PAULUS SUNGAI JERING PAROKI SANTA MARIA ASSUMPTA TANJUNG;;;;;;;;;;;;;;
201124009;201124009;;;;;;;PAK;;;;;;31/12/2024;"keterlibatan; remaja katolik; ekumene";;;;;;;;;;;;;;"keterlibatan; remaja katolik; ekumene";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESKRIPSI KETERLIBATAN REMAJA KATOLIK DALAM KEGIATAN EKUMENE DI PAROKI ST. PETRUS DAN PAULUS TEMANGGUNG. ;;;;;;;;;;;;;;
191134103;191134103;;;;;;;PGSD;;;;;;31/12/2024;"buku pedoman; pendidikan karakter; optimis; permainan tradisional";;;;;;;;;;;;;;"buku pedoman; pendidikan karakter; optimis; permainan tradisional";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN BUKU PEDOMAN PENDIDIKAN KARAKTER OPTIMIS BERBASIS PERMAINAN TRADISIONAL UNTUK ANAK USIA 7-9 TAHUN;;;;;;;;;;;;;;
191134113;191134113;;;;;;;PGSD;;;;;;31/12/2024;"buku pedoman; pendidikan karakter; kebaikan hati; permainan tradisional";;;;;;;;;;;;;;"buku pedoman; pendidikan karakter; kebaikan hati; permainan tradisional";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN BUKU PEDOMAN PENDIDIKAN KARAKTER KEBAIKAN HATI BERBASIS PERMAINAN TRADISIONAL UNTUK ANAK USIA 10-12 TAHUN ;;;;;;;;;;;;;;
191134084;191134084;;;;;;;PGSD;;;;;;31/12/2024;"buku pedoman; pendidikan karakter; tanggung jawab sosial; permainan tradisional";;;;;;;;;;;;;;"buku pedoman; pendidikan karakter; tanggung jawab sosial; permainan tradisional";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN BUKU PEDOMAN PENDIDIKAN KARAKTER TANGGUNG JAWAB SOSIAL BERBASIS PERMAINAN TRADISIONAL UNTUK ANAK USIA 7-9 TAHUN;;;;;;;;;;;;;;
